answerKey,question,choices
C,The fingers do this with the hand. What is it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sign language', 'scratch', 'articulate', 'cup water', 'soft'],
      dtype=object)}"
D,Where is the best place to keep personal lettuce?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', ""farmer's market"", 'pantry', 'refrigerator',
       'salad'], dtype=object)}"
B,Where would sunshine be likely to fall on a plant that a person owns?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['street', 'windowsill', 'disneyland', 'grow lights', 'summer'],
      dtype=object)}"
A,What is a positive effect of expressing yourself?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['empowerment', 'misunderstanding', 'embarrassment',
       'repercussions', 'falling down'], dtype=object)}"
D,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cellar', 'car', 'garage', 'closet', 'post office'], dtype=object)}"
D,Sally went to a store and spent money.  Most of her purchases were fresh but some were frozen.  What did she do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['made a mistake', 'control people', 'get things', 'buy food',
       'pay bills'], dtype=object)}"
D,"If one wanted great bar service and maybe a room afterwards, where would be a good place to go?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['entertainment', 'train', 'motel', 'hotel', 'wedding'],
      dtype=object)}"
A,Where does someone ask for refills with a meal?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['restaurant', 'cup', 'sky', 'coffee shop', 'stationary store'],
      dtype=object)}"
B,If you contemn someone they most certainly will not have your what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['like', 'respect', 'revere', 'venerate', 'honor'], dtype=object)}"
E,"He was thanking everybody for coming, he gave them each a big what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shake hands', 'appreciation', 'happy', 'feel good', 'smile'],
      dtype=object)}"
E,"He had really bad hand-eye coordination, so playing baseball was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['very popular in japan', 'round', 'fun to play', 'a challenge',
       'hard'], dtype=object)}"
E,What can happen to water at different temperatures?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['melts', 'wet clothes', 'move mountains', 'thin blood',
       'take several forms'], dtype=object)}"
B,"If you're moving, the people here will forward your letters for you.","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['envelopes', 'post office', 'mailbox', 'mail box', 'front door'],
      dtype=object)}"
B,In what society did slaves outnumber the citizens?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['poor countries', 'ancient rome', 'plantation', 'dungeon',
       'canada'], dtype=object)}"
C,"Before buying a house, what should I look for concerning my job?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make home', 'security', 'measureing distances',
       'examining poorch', 'make money'], dtype=object)}"
D,"He played the bass fiddle professionally, but for his baby he used it to play a fun simple what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music', 'jazz band', 'orchestra', 'nursery rhyme', 'music store'],
      dtype=object)}"
B,Where do you store mugs in your house?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bar', 'cupboard', 'cabinet', 'containing drink', 'refrigerator'],
      dtype=object)}"
B,What does there need to be for a shadow to appear?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ground', 'bright light', 'bridge', 'sunshine', 'beam'],
      dtype=object)}"
A,What may you feel after standing in line for a long time and not getting what you were after?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frustration', 'order', 'pain', 'fatigue', 'disappointed'],
      dtype=object)}"
A,What continent is a marmot likely to be found on?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south america', 'outside', 'new zealand', 'wilderness', 'jungle'],
      dtype=object)}"
C,"The person got called down as a contestant, he ran down the aisle very what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['successful in life', 'agitated', 'excited', 'eat every day',
       'compliments'], dtype=object)}"
A,"The poker player was not gaining money on the night, what was he doing instead?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['loosing', 'broke', 'lost', 'loss', 'waste'], dtype=object)}"
D,"If someone goes to work, what does that mean about them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take bus', 'shave', 'brush teeth', 'have job', 'get ready'],
      dtype=object)}"
C,Where would someone not impressed by the eiffel tower likely be living?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['movies', 'the capital city of france', 'paris', 'in europe',
       'country of france'], dtype=object)}"
D,What do you keep in a billfold?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['identification', 'cell phone', 'hip pocket', 'money',
       ""man's back pocket""], dtype=object)}"
B,Where might informational pamphlets be found?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['health department', 'library', 'bookstore', 'drawer', 'mail box'],
      dtype=object)}"
E,"He saw the kid begin to fiddle with things, he then stated his observation to the kid saying what directed at him?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['like music', 'uncomfortable', 'you play violin', 'were bored',
       ""you're bored""], dtype=object)}"
D,"The universe is quite vast, most say it is even what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mysterious', 'very old', 'full of mysteries', 'infinite', 'real'],
      dtype=object)}"
D,Where are you if you've paid to be in a dinning room?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own home', 'table to eat on', 'mansion', 'restaurant',
       'table to eat on'], dtype=object)}"
D,The man drank his coffee at work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['coffee shop', 'table', 'kitchen', 'office', 'chair'], dtype=object)}"
A,"He wanted to comfort friend with piling medical bills, he set up an event to raise what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['money', 'feeling bad', 'sympathetic', 'awareness', 'care'],
      dtype=object)}"
E,What is a good simile about trees that can be used in the workplace?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fall down', 'split open', 'die', 'stand together', 'branch out'],
      dtype=object)}"
E,Where might astronauts who miss a landing end up?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spaceship', 'suface of moon', 'space shuttle', 'at the', 'orbit'],
      dtype=object)}"
A,Where is a fire extinguisher likely to be found behind the seat?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['school bus', 'house', 'garden', 'stairwell', 'garage'],
      dtype=object)}"
C,Where can chicken be kept fresh longer?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['french fries', 'plate', 'freezer', 'pizza',
       'fast food restaurant'], dtype=object)}"
E,Where would people go if they want to talk to someone?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opera', 'park', 'end of line', 'bus depot', ""neighbor's house""],
      dtype=object)}"
C,"After getting high his memory seemed shot, he felt practically what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dead', 'forgotten', 'brainless', 'forgetting', 'forgetfulness'],
      dtype=object)}"
B,Where are books often kept in a home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'shelf', 'obesity', 'table', 'backpack'], dtype=object)}"
A,What is the fastest way to combat being cold?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['light fire', 'drinks up', 'chop firewood', 'make patchwork quilt',
       'get warm'], dtype=object)}"
C,Another result of changing society could be what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['confusion and chaos', 'depression', 'better standard of living',
       'sometimes bad',
       'anger and depression will not change the society .'], dtype=object)}"
B,"A ficus can get quite large, but a smaller one can be kept inside in a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['plant kingdom', 'flowerpot', 'plant pot', 'science class', 'pots'],
      dtype=object)}"
C,"The person sees the messy house that was clean earlier that day, what was the reaction?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['thank god', 'travel to europe', 'feel upset', 'happy',
       'spring into action'], dtype=object)}"
B,Starting a fire is a terrible idea because flames move in what pattern?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['explosion', 'unpredictable', 'disaster', 'warmth', 'everywhere'],
      dtype=object)}"
C,"The person was trapped on the freeway on the way to a movie audition, where was he?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['florida', 'countryside', 'california', 'america', 'large city'],
      dtype=object)}"
C,Alcoholic refreshments are sometimes banned in what public places?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['homeless shelter', 'bar', 'park', 'bridge', 'school'],
      dtype=object)}"
B,Why do people eat food even when they do not lke to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cooking takes a while', 'necessary to live', 'edible', 'kitchen',
       'unhealthy'], dtype=object)}"
D,What will happen if you apply a heat source to combustible materials inside of a building with ill intentions?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fire', 'burns', 'damage', 'go to jail', 'warmth'], dtype=object)}"
B,You'll see the plains and mountains when driving through where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['middle america', 'countryside', 'beach', 'landscape', 'georgia'],
      dtype=object)}"
A,What feature can a river flow through?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['valley', 'wisconsin', 'wilderness', 'bridge', 'waterfall'],
      dtype=object)}"
A,"The cord had many a twist, he held it across in both hands and tried to do what to it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['straighten', 'and shout', 'unravel', 'bend', 'flat'], dtype=object)}"
A,"The man was happy to be seeing his idea become a reality, and knew his father would be proud, what did he feel in himself?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fulfilling', 'pain', 'excitement', 'inspiration', 'manual'],
      dtype=object)}"
B,How can you see an extreme closeup of a potato?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['grocery store', 'optical device', 'pantry', 'garden patch',
       'vegetable stew'], dtype=object)}"
D,"The people were building a backdrop for the play, their tools echoed in the empty what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bodyshop', 'stage show', 'theatre', 'theater',
       'photography studio'], dtype=object)}"
D,Where does someone keep their favorite text?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['book store', 'newspaper', 'library', 'own home', 'novel'],
      dtype=object)}"
A,What could happen to a person if no one is around him or her?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feel lonely', 'graduate from high school', 'enter college',
       'cross street', 'be alone'], dtype=object)}"
D,"The man with Crohn's disease was eating a hamburger, what happened as a result?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['electrical circuit', 'tasty', 'have fun', 'indigestion', 'enjoy'],
      dtype=object)}"
B,"The hard working man was stuck at home after his injury, he tried to keep bust doing housework but it caused what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get tired', 'pain and suffering', 'fatigue', 'coughing',
       'tiredness'], dtype=object)}"
